cleaned_text,sentiment
kawal bpnt bhabinkamtibmas mayung polsek gunung jati polres ciko himbau prokes ppkm level  ppkm kimcipedes,1
ciptakan kondusifitas bhabin mundu mesigit polsek mundu polres ciko sambangi warga inovasi jamblang ppkm level  kimcipedes prokes ppkm,1
nu muhammadiyah kota surabaya mendukung usulan pencabutan ppkm menjelang ramadan idulfitri selengkapnya ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
ppkm level  sleman covid menurun angka  ayo yogya ayoyogya covid covid,1
kawal bpnt bhabinkamtibmas argasunya polsek seltim polres ciko monitoring prokes ppkm level  ppkm prokes kimcipedes,1
sek dino iki sehat pakanane opo lur njalok inpone ppkm milenialuntukganjar omicron sehatcard health,1
dki jakarta memasuki pemberlakuan pembatasan kegiatan masyarakat ppkm level  terhitung  maret  ppkm ppkmlevel jagajakarta jakartatanggapcorona hadapibersama pandemibelumusai jakartabangkit jakartakotakita,1
ppkm instruksimendagri covid lhokseumawe kota lhokseumawe status penerapan pembatasan kegiatan masyarakat ppkm level,1
tau ppkm udah diperpanjang ppkm,2
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
nawakngalam ketentuan pemberlakuan ppkm level  kota malang berdasarkan wali kota malang nomor  tahun  disimak infografis ppkm ppkmlevel covid malang malangtahes,1
pemerintah memperpanjang ppkm jawa bali perpanjangan ppkm berlaku  maret   wilayah statusnya ppkm level  yuk lengkapnya infografis ppkm jawa bali ppkmlevel cilegon sukabumi cirebon tegal salatiga magelang madiun,1
pemberlakuan pembatasan kegiatan masyarakat ppkm aceh diperpanjang sesuai instruksi gubernur ingub aceh nomor instr pemberlakuan pembatasan kegiatan masyarakat ppkm berbasis mikro level  level  ppkm,1
ppkm mikro aceh diperpanjang  maret  leadersarereaders ppkm aceh,1
sobatbersinar ppkm level  kabupaten klaten diperpanjang  mart  patuhi protokol kesehatan sobatbersinar kominfoklaten kominfohebat ppkmklaten ppkm ppkmlevel,1
ppkm level  wilayah jawabali ppkm,1
ppkm timmarves,1
beritaterpopuler ppkm alasan satpol pp kerap segel karaoke kudus penyegelankaraoke ppkm satpolppkudus,1
covid ppkm aceh ppkm mikro aceh diperpanjang  maret ,1
aturan ehac hindari antrean bandara antreandibandara ehac pedulilindungi ppkm,1
ppkm jawa diperpanjang  maret  kabupatenkota level  ppkm level,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
ppkm,1
covid meningkat wilayah bangka belitung berstatus pemberlakuan pembatasan kegiatan ppkm level  ppkm ppkmlevel covid covidbangkabelitung sumaid,1
disiplin protokol kesehatan jaga imunitas mengonsumsi makanan bergizi seimbang rutin berolahraga tidur menghindari stres vaksindulu ppkm ppkmlevel jagajakarta jakartabangkit jakartakotakita,1
dki jakarta memasuki pemberlakuan pembatasan kegiatan masyarakat ppkm level  terhitung  maret  ppkm ppkmlevel jagajakarta jakartatanggapcorona hadapibersama vaksindulu pandemibelumusai jakartabangkit jakartakotakita,1
  kabupaten kota lampung status ppkm level  ppkm ppkmlevel ppkmlampung lampungpost,1
status ppkm level  diterapkan wilayah metro kondisi dipicu tingginya tingkat keterisian bed occupancy rate bor ppkm ppkmlevel ppkmlampung bor lampungpost,1
hadir boss mega win jackpot jutaan rupiah kemenangan extra wd wa   bandarq poker bdqq aduq ceme jakarta koinpelangiqq koinpelangi ppkm dada jeha rumini narkoboy,0
infografis daerah ppkm jawabali ppkm jawabali jawa bali covid indonesia inews inibaruberita,1
dosis  syarat penentuan level ppkm nasional ppkm vaksinasi,1
pemerintah memperpanjang ppkm jawabali sepekan terhitung  maret  merahputihcom ppkm jawabali,1
slemanis pastikan waspada kendor covid ayo sesarengan jogo sleman protokol kesehatan ketat maturnuwun sleman ppkm ppkmsleman,0
wagub dki patuhi ppkm jakarta berlaku syaratnya bernas wagubdki dki ppkm jogja indonesia,1
kebijakan ppkm jawabali diperpanjang anak usia  tahun wajib kartu vaksin minimal dosis area pusat perbelanjaan merahputihcom ppkm vaksin,1
pemberlakuan pembatasan kegiatan masyarakat ppkm level  bertambah   daerah merahputihcom ppkm updateinfo,1
pemberlakuan ppkm level  bertambah tujuh daerah daerah pencapaian target vaksinasi tolok ukur penentuannya tertuang inmendagri nomor  tahun  ppkm nasional validnews,1
ppkm level  jabodetabek diperpanjang aturannya ppkm ppkmlevel covid covid covid covidisnotover ukraina israel eropa barat,1
ppkm aceh  daerah aceh aceh level  ppkm  daerah level  ppkm,1
daftar lengkap ppkm terbaru jateng selengkapnya klik tautan semarang daftar ppkm daerah jateng,1
ppkm level  jateng bertambah daerah selengkapnya klik tautan semarang daftar ppkm level jateng,1
ppkm vaksinasi pemda meningkatkan kinerja optimal mencapai target vaksinasi,1
ppkm is around for another week but the numbers seem to be heading in the right direction in most parts of java and bali ppkm bali java extended yogyakarta,1
siaga ppkm level  diperpanjang daerah jawa bali jawa bali terdampak ppkm level jawabali kasusmeningkat jogja,1
ppkm jawabali diperpanjang sepekan daerah level  bertambah level  nihil selengkapnya klik tautan jakarta pemerintah ppkm jawa bali,1
inmendagri terbaru daerah jawa ppkm level  bertambah ppkm ppkmlevel,1
thread luhut binsar umumkan penentuan level asesmen siapsiap ppkm luhutbinsar,1
surat edaran pemberlakuan pembatasan kegiatan masyarakat lingkungan institut teknologi bandung surat unduh laman informasiitb ppkm,1
ppkm diperpanjang capaian vaksinasi penentu asesmen thephraseid ppkm covid,1
kapolsek seltim polres ciko instansi terkait laksanakan ppkm level  kimcipedes ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
berita terbaru airlangga hartarto vaksinasi dosis lansia jawabali dipercepat partaigolkar ppkm,1
mengerem laju penularan covid nama ppkm lonjakancovid peristiwa,1
kesekian kalinya pemerintah perpanjangan kebijakan pembelakuan pembatasan kegiatan masyarakat ppkm jawabali berlaku tanggal   maret  selengkapnya ppkm,1
ppkm vaksinasi pemerintah mempercepat vaksinasi covid dosis penyuntikan vaksin kelompok usia jawabali menekan tingkat penularan virus corona,1
pemerintah uji coba bali karantina karantina ppkm luhut covid bali kebijakankarantina,1
 maret  pelaku perjalanan negeri ppln menjalani karantina  menjalani vaksinasi lengkap booster ppln aturanppln karantina vaksin vaksincovid vaksinlengkap vaksinbooster menkomarves ppkm,1
provinsi jawabali mengalami kenaikan covid ppkm covid,1
beritaekon sahabatekon menko airlangga provinsi melewati puncak harian tren penurunan simak selengkapnya evaluasi ppkm untukekonomiindonesia,1
gendro coba bikin gambar inspirasi setan horor setan art ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
pekan tingkat vaksinasi dosis penentuan level asesmen daerah ppkm,1
ppkm jawabali diperpanjang ppkm,1
ciptakan kondusifitas bhabin kesenden polsek utbar polres ciko sambangi warga inovasi jamblang ppkm level  kimcipedes ppkm,1
ppkm seindonesia besok kondisi covid nasional covid covid,1
cek tumbuh kembang anak terapianakberkebutuhankhusus mengikuti ppkm abk assessment yuukk simulasi tumbuh kembang anak,1
ppkm ketat media netizen merespons simak selengkapnya link indonesiaindicator ppkm covid,1
wajib order bund mumpung diskon nih ppkm bpjs,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
satpol pp tangsel bubarkan usaha melanggar jam operasional ppkm tangsel,1
since the beginning of the pandemic there have been  covid cases in southeast asia with the number of deaths reaching  as of february  in asean countries seatoday seatodaynews jakarta indonesia covid covid omicron asean ppkm,1
kudus level  pedagang kuliner khawatirkan jam malam selengkapnya klik tautan kudus ppkm level pedagang jammalam,1
satgas covid pontianak sosialisasikan ppkm level pemilik warkop kafe,1
gubernur lampung arinal djunaidi keluarkan surat edaran nomor  penyesuaian sistem asn pandemi covid ppkm,1
due to the spike of covid cases in cirebon last week the government decided to raise restrictions towards community activities ppkm to level  as cirebon is travel hub seatoday seatodaynews jakarta indonesia cirebon ppkm ppkmlevel,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
kudus level  wisata dibatasi  persen selengkapnya klik tautan kudus ppkm level pembatasan wisata,1
kudus level  jam malam diperketat selengkapnya klik tautan kudus ppkm level jammalam,1
erlanjut stimulasi anakberkebutuhankhusus optimal online memenuhi kebutuhan rumahcendekia beroperasi sesuai aturan ppkm dgn menjaga protokol kesehatan staff divaksinasi,2
pemkab jombang mengaktifkan kampung tangguh pemberlakuan pembatasan kegiatan masyarakat ppkm level  jatimnow jombang ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
bupati pesawaran ketua satgas covid tingkat kabupaten dendi ramadhona ppkm ppkmpesawaran covid lampostco,1
pusing ppkm yg gak selesai disana udah tembakan stop putin worldwar ukraine ukraina rusia ppkm,2
datangi satpam perumahan aiptu teni gunawan himbau prokes ppkm ppkm kimcipedes,1
kenal lelah personil polres cirebon kota gencar laksanakan patroli ppkm level  ppkm kimcipedes,1
ppkmtekancovid ppkm,1
ppkmtekancovid ppkm,1
ppkmtekancovid ppkm,1
ppkmtekancovid ppkm,1
ppkmtekancovid ppkm,1
ppkmtekancovid ppkm,1
ppkm level  peraturan kegiatan umum kota semarang ppkm ppkmlevel peraturan semarang kotasemarang hendrarprihadi kegiatan umum,1
konser pandemi omnicron ppkm,1
pemerintah memperpanjang pemberlakuan pembatasan kegiatan masyarakat ppkm  februari  tertuang instruksi menteri negeri nomor  tahun  vradio info trending viral covid ppkm,1
bhabinkamtibmas polsek pameungpeuk bripka apiantara distribusian beras bantuan polri warga mekarjaya ppkm kimcipedes,1
bersinergi personil tni polri bagikan masker rangka ppkm level  tnipolri ppkm masker covid kimcipedes,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
ppkm covid beritaterkini infografis,1
ppkm  dki jakarta macet total tahun ,2
satgas ratarata vaksin lengkap omicron  dosis covidwa covid ppkm iphone covid bpjs,1
 daerah diberlakukan pkkm level  jateng kota tegal kota magelang ppkm ppkmlevel jateng jawatengah tegal magelang daerah covid covid,1
sudin nakertransgi jakarta selatan menindak  perkantoran mematuhi protokol kesehatan prokes puluhan perkantoran sanksi teguran tertulis penutupan operasional terhitung  januari  februari  ppkm,1
level  alasan wonogiri terapkan aturan ppkm level  selengkapnya klik tautan wonogiri ppkm level aturan level,1
kondisi covid tengah meningkat ppkm covid corona monev kabupatensemarang jawatengah,1
himbau kamtibmas bhabin kesambi polsek kesambi polres ciko binmas pesan saha ppkm level  ppkm kimcipedes,1
menjelang libur    februari  pemerintah mengoptimalkan kebijakan ppkm masingmasing daerah prof wiku adisasmito masyarakat disiplin protokol kesehatan kurangi risiko penyebaran covid ppkm libur liburan prokescovid,1
paket promo kopi murah ppkm,1
kudus level ptm terbatas berlanjut selengkapnya klik tautan kudus ppkm level ptm sekolah,1
penerapan pengawasan aplikasi pedulilindungi dioptimalkan denpasarkota ppkm ppkmlevel prokes sosialisasi,1
kota jakarta pemberlakuan pembatasan kegiatan masyarakat ppkm level  terhitung  februari  ppkm ppkmlevel jagajakarta jakartakotakita jakartatanggapcorona hadapibersama pandemibelumusai jakartabangkit,1
anies dki jakarta krisis air bersih ppkm,1
sumonggo sedulur cek infografis informasi detail diakses ppkm indonesiasehat jogjaelinglanwaspada kominfodiy jogjaistimewa,1
tingkat kematian covid omicron tinggi delta waspada gaes ppkm,1
periode  februari   wilayah terapkan ppkm level  ppkm covid,1
kebijakan ppkm tahun  mengejutkan aktivitas publik pijakan pedagang terhenti kesulitan ekonomi program tetangga bantu tetangga lahir ppkm ,1
kota madiun ppkm level  sesuai inmendagri nomor  tahun  diterbitkan selasa  madiun ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
polsek pameungpeuk edukasi pemuda patuhi prokes masker ppkm level  ppkm kimcipedes,1
polsek pameungpek tni perangkat desa bagikan masker gratis warga rancamulya ppkm kimcipedes,1
pelaksanaan ppkm kecamatan paseh personil polsek paseh laksanakan ops yustisi prokes ppkm kimcipedes,1
sambang bhabinkamtibmas desa drawati himbau disiplin prokes protokolkesehatan ppkm kimcipedes,1
pelayanan aktivitas masyarakat polsek soreang patroli harkamtibmas covid ppkm kimcipedes,1
anggota polsek solokan jeruk gelar ops yustisi bagikan masker masyarakat ppkm kimcipedes,1
polsek rancaekek koramil rancaekek gelar ops penegakan disiplin protokoler kesehatan covid  ppkm prokes kimcipedes,1
patroli malam personil piket polsek rancaekek sambang cek kepatuhan prokes borma ppkm kimcipedes,1
bripka ari ardiansyah silaturahmi warga himbau disiplin prokes ppkm level  ppkm kimcipedes,1
sinergitas tni polri ajak warga disiplin prokes ppkm prokes covid kimcipedes,1
kryd patroli malam dialogis wilayah hukum polsek pacet ppkm covid kimcipedes prokes,1
binmas desa cihanyir ajak perangkat warga masyarakat desa cihanyir taat prokes prokes ppkm covid kimcipedes,1
ppkm level  polsek cileunyi patroli prokes gabungan sasar pusat perbelanjaan kimcipedes ppkm covid,1
pemerintah ri mengungkap skenario pemerintah menetapkan status pandemi endemi ksc seputarinewsrcti seputarinewssiang ppkm jawabali jawa bali luhutbinsarpandjaitan menkomarvesri pandemi endemi,1
there are now no areas under level  restrictions across java and bali check out the rules in your area here java bali level ppkm government area restrictions,1
ppkm level  pemkot tegal perketat ruang publik ppkm tegal jateng protokolkesehatan,1
bhabin kalibaru polsek kedawung polres ciko pesan saha himbau prokes ppkm level  ppkm covidvaccine kimcipedes,1
berita terbaru akselerasi vaksinasi disiplin prokes kendalikan aktif jokowidodo ppkm presidenri,1
pendisiplinan warga bhabin panjunan polsek lemahwungkuk polres ciko himbau warga terapkan prokes covid  ppkm level  prokes ppkm kimcipedes,1
level  langkah wali kota magelang selengkapnya klik tautan magelang ppkm level,1
aturan terbaru inmendagri aturan level ppkm indonesia,1
ppkm,1
akselerasi vaksinasi kedisiplinan penerapan prokes kendalikan aktif perawatan rs airlanggahartarto vaksinbooster prokes ppkm berita nusabali,1
ppkm level  jakarta informasi seputar ppkm terbaru jakarta website baca selengkapnya artikel tautan jakartasmartcity ppkm ppkmjakarta infojkt,1
daftar lengkap ppkm jateng selengkapnya klik tautan semarang daftar ppkm daerah jateng,1
kota jakarta pemberlakuan pembatasan kegiatan masyarakat ppkm level  terhitung  februari  ppkm ppkmlevel jagajakarta jakartakotakita jakartatanggapcorona hadapibersama pandemibelumusai jakartabangkit,1
siapsiap ketat pemerintah naikkan semarang raya solo raya ppkm level  ppkm semarang semarangraya solo ppkmlevel ppkmlevel covid covid luhut luhutbinsarpandjaitan ketat,1
pemerintah mengeluarkan aturan terbaru terkait pemberlakuan pembatasan kegiatan masyarakat ppkm periode  februari  ppkm,1
pemerintah memutuskan memperpanjang ppkm jawabali  kota ppkmlevel baca selengkapnya,1
inmendagri nomor  tahun  mengatur kebijakan sektor perkantoran daerah ppkm level  ppkm,1
ppkm diperpanjang  februari  kabupatenkota level  selengkapnya klik tautan jakarta pemerintah ppkm level kabupaten kota jawa bali,1
lakukan cita mas jajar cuci tangan pakai masker jaga jarak kurangi mobilitas hindari kerumunan maturnuwun ppkm ppkmsleman sleman,1
pemerintah memaksimalkan penanganan varian omicron vaksincovid  ppkm omicron covid,1
ketentuan tertuang inmendagri nomor  tahun  ppkm dipantau jakarta selasa  ketentuan berlaku sepekan  februari ,1
ppkm kenaikan tinggi level  dimana  daerah  daerah daerah level   daerah inmendagri ,1
ppkm wilayah level  keterisian rumah sakit meningkat thephraseid ppkm,1
aturan ppkm level  restorankafe buka  wib selengkapnya klik tautan semarang aturan ppkm level,1
wilayah jateng ppkm level  selengkapnya klik tautan semarang wilayah jateng ppkm level,1
jabodetabek berstatus ppkm level  perpanjangan  februari,1
tolonglah kabinet stop ppkm amp pandemi covid dosa jk susah uang dapurnya ngebul mreka ga sumbang uang hnya butuh pembeli barang amp jasa yg sediakan,2
kota ppkm jawabali level  salah satunya jawa timur nasional menteri negeri menaikkan status kota indonesia level  ppkm jawa bali baca selengkapnya,1
 meninggal terkonfirmasi positif covid kabupaten samosir menerapkan zona hijau samosir pangururan covid ppkm,1
